EmployeeID,firstname,lastname,startdate,exitdate,DaysInService,EmployeeCategory
2268,Armani,Rogers,2021-01-04,2022-04-28,479,MidTerm
2269,Jacoby,Lyons,2020-04-28,2022-12-01,947,MidTerm
2270,Dylan,Livingston,2019-04-16,2021-07-31,837,MidTerm
2271,Raelynn,Compton,2022-07-09,,NULL,LongTerm
2272,Darryl,Richmond,2022-08-29,2023-01-15,139,ShortTerm
2273,Ana,Stafford,2020-01-26,2020-12-11,320,ShortTerm
2274,Carlos,Mccoy,2020-02-18,,NULL,LongTerm
2275,Michael,Albert,2022-01-25,,NULL,LongTerm
2276,"Courtney E",Wallace,2023-07-10,,NULL,LongTerm
2277,Amy,Dunn,2022-04-14,,NULL,LongTerm
2278,Kissy,Sullivan,2022-07-10,,NULL,LongTerm
2279,Walter,Immediato,2022-06-27,,NULL,LongTerm
2280,Ebonee,Peterson,2018-12-04,2023-07-07,1676,LongTerm
2281,Elijiah,Gray,2019-09-10,,NULL,LongTerm
2282,Charles,Bozzi,2019-04-25,,NULL,LongTerm
2283,Sean,Quinn,2018-10-03,2019-06-27,267,ShortTerm
2284,Jennifer,Zamora,2022-06-14,,NULL,LongTerm
2285,"Webster L",Butler,2022-02-15,,NULL,LongTerm
2286,Brannon,Miller,2018-09-24,2021-01-18,847,MidTerm
2287,Ketsia,Liebig,2022-03-09,2023-04-08,395,MidTerm
2288,Kelley,Spirea,2018-11-07,2020-05-25,565,MidTerm
2289,"Brandon R",LeBlanc,2019-08-31,,NULL,LongTerm
2290,Debra,Houlihan,2020-11-27,2023-07-05,950,MidTerm
2291,Elisa,Bramante,2020-07-07,,NULL,LongTerm
2292,Jonathan,Hogland,2020-01-11,,NULL,LongTerm
2293,David,Stanley,2020-06-15,2021-09-05,447,MidTerm
2294,Ariana,Strickland,2020-10-10,,NULL,LongTerm
2295,Everett,Jordan,2022-05-19,2023-04-10,326,ShortTerm
2296,Ronnie,Middleton,2021-08-25,,NULL,LongTerm
2297,Deandre,Richard,2018-12-18,2019-09-25,281,ShortTerm
2298,Terry,Gay,2023-08-05,,NULL,LongTerm
2299,Emiliano,Rich,2022-04-13,2023-04-17,369,MidTerm
2300,Wesley,Nguyen,2020-09-26,,NULL,LongTerm
2301,Lauren,Keith,2021-02-12,2022-08-03,537,MidTerm
2302,Marlene,Rhodes,2019-01-02,2020-10-09,646,MidTerm
2303,Penelope,Jordan,2019-10-26,2023-07-22,1365,LongTerm
2304,Marlon,Stanton,2021-04-11,,NULL,LongTerm
2305,Rosemary,Thornton,2019-12-11,2021-05-12,518,MidTerm
2306,Ayanna,Lutz,2020-10-21,2023-05-14,935,MidTerm
2307,Case,Hahn,2020-05-08,,NULL,LongTerm
2308,Asia,Rivers,2022-05-24,2022-10-13,142,ShortTerm
2309,Alexa,Mercer,2019-06-05,,NULL,LongTerm
2310,Jade,Sloan,2022-04-21,,NULL,LongTerm
2311,Araceli,Castillo,2019-12-10,2023-02-21,1169,LongTerm
2312,Maximilian,Carney,2019-11-26,,NULL,LongTerm
2313,Ayanna,Bowman,2021-09-13,,NULL,LongTerm
2314,Lia,Blair,2019-08-19,,NULL,LongTerm
2315,Marcelo,Flowers,2022-06-12,2023-07-09,392,MidTerm
2316,Antwan,Gay,2021-07-21,,NULL,LongTerm
2317,Jaydan,Hoffman,2020-11-13,,NULL,LongTerm
2318,Faith,Golden,2022-02-20,,NULL,LongTerm
2319,Kaylee,Harvey,2019-03-28,2022-04-14,1113,LongTerm
2320,Kristen,Peters,2022-10-26,2023-06-17,234,ShortTerm
2321,Hadassah,Gallegos,2023-05-10,2023-05-14,4,ShortTerm
2322,Ariel,Cervantes,2022-09-01,,NULL,LongTerm
2323,Aubree,Villanueva,2021-04-21,2021-08-17,118,ShortTerm
2324,Aspen,Dixon,2021-07-23,2023-02-15,572,MidTerm
2325,Keenan,Jensen,2020-12-29,,NULL,LongTerm
2326,Malakai,Whitehead,2022-08-08,,NULL,LongTerm
2327,Parker,Cunningham,2020-07-30,,NULL,LongTerm
2328,Kadyn,Herring,2019-03-18,,NULL,LongTerm
2329,Aubree,Anderson,2019-07-25,2022-09-03,1136,LongTerm
2330,John,Forbes,2021-10-16,,NULL,LongTerm
2331,Violet,Willis,2019-12-06,2021-10-29,693,MidTerm
2332,Jaime,Austin,2019-06-29,2020-07-21,388,MidTerm
2333,Natalee,Lane,2019-04-03,,NULL,LongTerm
2334,Iris,Preston,2021-07-21,2022-09-03,409,MidTerm
2335,Magdalena,Fischer,2022-07-27,,NULL,LongTerm
2336,Walter,Dominguez,2019-10-06,,NULL,LongTerm
2337,Hallie,Macias,2021-04-16,,NULL,LongTerm
2338,Ivan,Hull,2018-10-10,2022-05-02,1300,LongTerm
2339,India,Kemp,2022-07-25,2022-11-08,106,ShortTerm
2340,Alice,Dudley,2021-03-17,2023-05-13,787,MidTerm
2341,Jesus,Hendricks,2018-10-13,,NULL,LongTerm
2342,Eli,Owens,2020-01-09,,NULL,LongTerm
2343,Emelia,Mcintyre,2019-09-18,,NULL,LongTerm
2344,Jaden,Bates,2019-10-26,2020-03-10,136,ShortTerm
2345,Nyla,Schwartz,2020-09-14,2023-05-30,988,MidTerm
2346,Taryn,Black,2023-04-09,,NULL,LongTerm
2347,Karley,Novak,2019-10-25,,NULL,LongTerm
2348,Payten,Harvey,2022-06-25,,NULL,LongTerm
2349,Reagan,Atkinson,2023-01-26,2023-02-27,32,ShortTerm
2350,Rey,Werner,2020-02-19,,NULL,LongTerm
2351,Kendall,Mcintyre,2019-12-24,2020-06-21,180,ShortTerm
2352,Anahi,Frye,2020-10-16,2020-11-15,30,ShortTerm
2353,Dalia,Booth,2018-09-07,,NULL,LongTerm
2354,Charlee,Navarro,2022-01-07,2022-06-29,173,ShortTerm
2355,Karter,Perry,2019-03-25,2019-04-23,29,ShortTerm
2356,Sariah,Little,2021-11-18,2022-12-17,394,MidTerm
2357,Antoine,Murray,2022-12-31,2023-07-21,202,ShortTerm
2358,Summer,Huang,2020-05-14,2022-11-29,929,MidTerm
2359,Jaylyn,Contreras,2020-12-13,2023-02-12,791,MidTerm
2360,Brenna,York,2021-11-16,2022-11-23,372,MidTerm
2361,Braden,Wiggins,2022-12-01,2023-07-06,217,ShortTerm
2362,Nola,Bullock,2020-10-30,2022-07-28,636,MidTerm
2363,Kaleigh,Keller,2021-02-08,2022-09-25,594,MidTerm
2364,Milagros,Jimenez,2019-08-05,,NULL,LongTerm
2365,Timothy,Goodwin,2018-11-29,2023-03-09,1561,LongTerm
2366,Reese,Kennedy,2018-11-16,2021-05-25,921,MidTerm
2367,Mariam,Doyle,2020-08-23,2022-06-11,657,MidTerm
2368,Clinton,Brennan,2020-08-22,2023-03-09,929,MidTerm
2369,Maximilian,Moyer,2021-10-19,2022-09-10,326,ShortTerm
2370,Salvador,Robinson,2020-02-21,2021-11-29,647,MidTerm
2371,Ahmed,Mcmahon,2022-11-21,,NULL,LongTerm
2372,Junior,York,2019-08-05,2021-12-06,854,MidTerm
2373,Marilyn,Wiley,2020-11-05,2022-06-04,576,MidTerm
2374,Selena,Hebert,2021-06-12,2022-02-25,258,ShortTerm
2375,Selena,Adkins,2018-09-13,,NULL,LongTerm
2376,Erica,Sloan,2023-04-09,2023-06-03,55,ShortTerm
2377,Payton,Nolan,2021-01-09,,NULL,LongTerm
2378,Leticia,Parks,2020-03-23,,NULL,LongTerm
2379,Carolyn,Sosa,2019-10-19,2020-12-23,431,MidTerm
2380,German,Higgins,2023-07-02,2023-07-11,9,ShortTerm
2381,Heath,Romero,2019-08-29,,NULL,LongTerm
2382,Davion,Friedman,2023-07-17,2023-07-28,11,ShortTerm
2383,Danny,Thomas,2020-02-02,,NULL,LongTerm
2384,Matthias,Dunlap,2021-10-14,2022-10-21,372,MidTerm
2385,Sawyer,Little,2020-04-10,,NULL,LongTerm
2386,Uriel,Brennan,2018-12-14,,NULL,LongTerm
2387,Gretchen,Richards,2022-06-27,2023-01-05,192,ShortTerm
2388,Madden,Roman,2020-09-07,,NULL,LongTerm
2389,Keshawn,Singh,2019-11-03,2021-06-22,597,MidTerm
2390,Barrett,Obrien,2020-05-15,2021-12-27,591,MidTerm
2391,Gisselle,Villanueva,2023-04-28,2023-05-13,15,ShortTerm
2392,Demetrius,Mendez,2019-08-05,,NULL,LongTerm
2393,Rhett,Holmes,2018-12-05,2021-09-15,1015,MidTerm
2394,Harold,David,2022-04-25,2023-06-23,424,MidTerm
2395,Terrell,Guerra,2019-12-10,,NULL,LongTerm
2396,Reginald,Klein,2022-06-30,2022-07-13,13,ShortTerm
2397,Marcos,Sloan,2018-09-19,2019-04-29,222,ShortTerm
2398,Davion,Hahn,2019-07-08,2022-08-16,1135,LongTerm
2399,Brice,Phillips,2023-05-25,2023-07-31,67,ShortTerm
2400,Alvaro,Le,2018-11-03,,NULL,LongTerm
2401,Darien,Young,2022-11-09,2023-01-10,62,ShortTerm
2402,Hayley,Chung,2022-04-14,2022-09-22,161,ShortTerm
2403,Ellis,Maldonado,2020-08-06,2022-07-29,722,MidTerm
2404,Alena,Ibarra,2019-06-26,2020-01-27,215,ShortTerm
2405,Emily,Davidson,2020-09-13,2022-03-15,548,MidTerm
2406,Nickolas,Stephens,2018-11-13,,NULL,LongTerm
2407,Lamont,Prince,2019-10-06,2023-04-14,1286,LongTerm
2408,Gunner,Boone,2021-09-15,,NULL,LongTerm
2409,Kaitlin,Cooke,2020-02-06,,NULL,LongTerm
2410,Sam,Gross,2022-10-21,,NULL,LongTerm
2411,Nathaly,Stuart,2022-10-11,,NULL,LongTerm
2412,Frankie,Yang,2022-01-30,2023-03-22,416,MidTerm
2413,Alexus,Greer,2022-07-27,2022-10-09,74,ShortTerm
2414,Julianne,Shaw,2022-05-26,,NULL,LongTerm
2415,Raelynn,Lara,2021-02-08,2022-08-23,561,MidTerm
2416,Leland,Chang,2022-06-06,,NULL,LongTerm
2417,Hayley,Webb,2021-02-27,2023-07-30,883,MidTerm
2418,Teagan,Rodriguez,2022-01-26,2023-05-04,463,MidTerm
2419,Kaylyn,Joyce,2020-04-01,,NULL,LongTerm
2420,Carleigh,Garrison,2020-06-03,,NULL,LongTerm
2421,Brycen,York,2021-11-20,,NULL,LongTerm
2422,Rigoberto,Gibson,2021-12-21,2022-04-07,107,ShortTerm
2423,Yael,Garcia,2018-10-10,,NULL,LongTerm
2424,Jonathon,Montes,2019-02-26,2021-03-24,757,MidTerm
2425,Alexzander,Guzman,2022-06-19,2023-05-20,335,ShortTerm
2426,Gunnar,Gray,2020-07-20,2023-07-10,1085,MidTerm
2427,Emilee,Thompson,2020-01-17,2020-04-20,94,ShortTerm
2428,Emmett,Chandler,2021-06-04,2022-02-11,252,ShortTerm
2429,Vincent,Ramsey,2019-04-19,2020-07-02,440,MidTerm
2430,Dallas,Ross,2018-11-17,2020-12-20,764,MidTerm
2431,Elvis,Kaufman,2022-08-18,2023-06-20,306,ShortTerm
2432,Rayna,Gates,2023-02-10,2023-04-24,73,ShortTerm
2433,Darryl,Wiley,2020-04-22,2022-08-03,833,MidTerm
2434,Liam,Blevins,2023-01-14,2023-05-07,113,ShortTerm
2435,Easton,Zavala,2023-03-13,2023-03-21,8,ShortTerm
2436,Susan,Wiggins,2022-12-30,2023-04-16,107,ShortTerm
2437,Alison,Evans,2020-06-04,2022-10-30,878,MidTerm
2438,Humberto,Rocha,2022-03-13,,NULL,LongTerm
2439,Cordell,Vazquez,2021-08-21,,NULL,LongTerm
2440,Teagan,Fletcher,2021-05-15,,NULL,LongTerm
2441,Camden,Mcclure,2021-07-14,,NULL,LongTerm
2442,Larissa,Garza,2023-01-31,2023-06-22,142,ShortTerm
2443,Camron,Jenkins,2020-07-27,,NULL,LongTerm
2444,America,Buchanan,2023-04-16,,NULL,LongTerm
2445,Avery,Koch,2019-12-30,,NULL,LongTerm
2446,Devan,Hall,2021-12-06,2023-01-11,401,MidTerm
2447,Jensen,Mccullough,2020-02-02,2022-03-06,763,MidTerm
2448,Kristin,Hickman,2020-10-23,2021-03-14,142,ShortTerm
2449,Chana,Fox,2020-04-29,2021-07-10,437,MidTerm
2450,Vivian,Bright,2022-08-18,2022-09-24,37,ShortTerm
2451,Rosa,Rosales,2020-09-08,,NULL,LongTerm
2452,Fabian,Mullins,2022-10-14,,NULL,LongTerm
2453,Mila,Poole,2023-05-13,,NULL,LongTerm
2454,Callum,Mccormick,2021-02-28,,NULL,LongTerm
2455,Jakob,Luna,2020-03-03,,NULL,LongTerm
2456,Odin,Sampson,2021-11-29,,NULL,LongTerm
2457,George,Meyers,2018-08-24,,NULL,LongTerm
2458,Angelica,Gamble,2020-10-21,2022-03-24,519,MidTerm
2459,Bradyn,Pham,2020-12-15,2021-06-24,191,ShortTerm
2460,Konner,Pierce,2018-09-05,2023-01-27,1605,LongTerm
2461,Tucker,Haas,2021-09-27,,NULL,LongTerm
2462,Lainey,York,2020-01-09,2021-01-27,384,MidTerm
2463,Ava,Chan,2018-12-06,,NULL,LongTerm
2464,Marquise,Pacheco,2022-08-11,,NULL,LongTerm
2465,Callum,Miles,2020-04-13,2021-06-26,439,MidTerm
2466,Natasha,Valdez,2021-11-14,2023-01-22,434,MidTerm
2467,Talia,Barrett,2022-03-17,2023-06-23,463,MidTerm
2468,Kailyn,Torres,2019-05-06,,NULL,LongTerm
2469,Uriah,Pennington,2021-11-27,2023-06-22,572,MidTerm
2470,Cesar,Hunter,2021-02-09,,NULL,LongTerm
2471,Brianna,Hurley,2022-01-06,,NULL,LongTerm
2472,Ariel,May,2023-07-28,,NULL,LongTerm
2473,Anastasia,Hardy,2021-03-27,2022-06-23,453,MidTerm
2474,Aliana,Blake,2023-03-12,2023-06-02,82,ShortTerm
2475,Houston,Burnett,2022-10-05,2022-12-17,73,ShortTerm
2476,Case,Conley,2021-10-01,2023-06-21,628,MidTerm
2477,Trevin,Shannon,2022-01-31,,NULL,LongTerm
2478,Braden,Nicholson,2020-06-01,,NULL,LongTerm
2479,Mireya,Sutton,2023-04-18,2023-05-17,29,ShortTerm
2480,Jason,Foss,2020-07-25,,NULL,LongTerm
2481,Simon,Roup,2018-12-12,,NULL,LongTerm
2482,Eric,Dougall,2018-09-01,2022-06-20,1388,LongTerm
2483,Peter,Monroe,2019-11-24,,NULL,LongTerm
2484,Brian,Champaigne,2021-12-26,,NULL,LongTerm
2485,Alex,Sweetwater,2020-03-04,2021-09-08,553,MidTerm
2486,Ricardo,Ruiz,2020-05-03,,NULL,LongTerm
2487,Leo,Cooper,2019-07-20,,NULL,LongTerm
2488,Braedon,Welch,2022-05-26,2022-10-05,132,ShortTerm
2489,Graham,Villa,2021-07-24,,NULL,LongTerm
2490,Kyle,Ali,2021-09-27,,NULL,LongTerm
2491,Giovanna,Romero,2019-04-07,,NULL,LongTerm
2492,Natalya,Norman,2019-07-20,,NULL,LongTerm
2493,Connor,Carrillo,2022-12-03,2023-06-29,208,ShortTerm
2494,Owen,Burch,2020-04-04,2022-11-10,950,MidTerm
2495,Abel,Bush,2020-03-08,2023-02-26,1085,MidTerm
2496,Selina,Mullins,2020-09-28,2023-03-27,910,MidTerm
2497,Marilyn,Chaney,2021-07-14,2022-08-09,391,MidTerm
2498,Camron,Keller,2019-10-17,2020-03-21,156,ShortTerm
2499,Ali,Benjamin,2023-04-08,2023-06-09,62,ShortTerm
2500,Annabelle,Frederick,2019-07-25,,NULL,LongTerm
2501,Joy,Sellers,2022-12-25,,NULL,LongTerm
2502,Charlie,Brady,2019-01-27,,NULL,LongTerm
2503,Ally,Goodman,2021-12-26,2022-01-29,34,ShortTerm
2504,Vanessa,Zuniga,2023-01-12,,NULL,LongTerm
2505,Carleigh,Hendricks,2019-07-02,,NULL,LongTerm
2506,Trey,Johnston,2022-06-30,,NULL,LongTerm
2507,Adalyn,Hess,2023-01-05,2023-01-14,9,ShortTerm
2508,Selina,Tapia,2018-11-18,,NULL,LongTerm
2509,Madeleine,Paul,2020-09-21,2021-10-16,390,MidTerm
2510,Ronald,Lamb,2019-11-25,2023-02-24,1187,LongTerm
2511,Ernesto,Beltran,2021-02-05,2023-02-12,737,MidTerm
2512,Lawrence,Obrien,2023-04-16,2023-05-25,39,ShortTerm
2513,Trinity,Estes,2021-08-19,2022-02-16,181,ShortTerm
2514,Amina,Bush,2022-01-14,,NULL,LongTerm
2515,Mayra,Lynn,2018-09-11,,NULL,LongTerm
2516,Ally,Brennan,2022-02-18,,NULL,LongTerm
2517,Alina,Benson,2019-12-01,2023-01-25,1151,LongTerm
2518,Rebekah,Delacruz,2021-02-28,2022-07-31,518,MidTerm
2519,Melody,Wright,2021-11-13,,NULL,LongTerm
2520,Richard,Oconnell,2020-09-27,,NULL,LongTerm
2521,Olivia,Goodman,2022-09-03,,NULL,LongTerm
2522,Zaniyah,Parks,2020-10-09,2021-11-09,396,MidTerm
2523,Maximilian,Williamson,2021-11-06,,NULL,LongTerm
2524,Serena,Barajas,2023-06-24,,NULL,LongTerm
2525,Larry,Novak,2021-09-15,2023-07-02,655,MidTerm
2526,Kadyn,Marsh,2022-10-14,,NULL,LongTerm
2527,Nylah,Hood,2019-07-22,,NULL,LongTerm
2528,Rigoberto,Allen,2023-03-20,2023-05-06,47,ShortTerm
2529,Gabriella,Clements,2022-05-02,,NULL,LongTerm
2530,Hana,Lucero,2022-10-20,2023-07-07,260,ShortTerm
2531,Luciana,Gill,2023-07-24,2023-07-29,5,ShortTerm
2532,Demetrius,Cooley,2020-07-18,,NULL,LongTerm
2533,Chandler,Reynolds,2021-05-05,,NULL,LongTerm
2534,Iyana,Benjamin,2019-04-15,2021-05-23,769,MidTerm
2535,Antoine,Haney,2020-08-24,2023-05-02,981,MidTerm
2536,Alfred,Rivas,2022-12-31,,NULL,LongTerm
2537,Darien,Sawyer,2022-09-18,2023-06-07,262,ShortTerm
2538,Isaias,Pineda,2019-09-14,,NULL,LongTerm
2539,Casey,Bradford,2019-03-19,,NULL,LongTerm
2540,London,Bautista,2022-10-18,2023-01-10,84,ShortTerm
2541,Kayleigh,Davenport,2022-07-31,,NULL,LongTerm
2542,Koen,Flores,2023-03-06,,NULL,LongTerm
2543,Ernest,Finley,2019-01-30,2021-03-22,782,MidTerm
2544,Wade,Hernandez,2023-05-22,2023-07-12,51,ShortTerm
2545,Odin,Key,2018-12-22,,NULL,LongTerm
2546,Deven,Huff,2022-11-08,,NULL,LongTerm
2547,Kenna,Simon,2021-07-03,,NULL,LongTerm
2548,Luz,Garza,2018-11-14,2021-07-08,967,MidTerm
2549,Tristan,Reed,2021-09-18,,NULL,LongTerm
2550,Beckett,Beck,2020-11-19,2021-11-03,349,ShortTerm
2551,Coby,Giles,2023-05-04,2023-07-02,59,ShortTerm
2552,Jalen,Jennings,2023-01-21,,NULL,LongTerm
2553,Ralph,Barrera,2022-08-19,2023-01-18,152,ShortTerm
2554,Shania,Caldwell,2022-07-18,2023-05-09,295,ShortTerm
2555,Colby,Horne,2019-08-14,2021-05-13,638,MidTerm
2556,Kaiden,Cunningham,2020-12-10,2022-05-30,536,MidTerm
2557,Davion,Vasquez,2019-09-20,,NULL,LongTerm
2558,Maeve,Gordon,2021-11-19,2021-12-27,38,ShortTerm
2559,Monserrat,Ferguson,2022-04-29,,NULL,LongTerm
2560,Nathan,Schmitt,2021-06-30,2021-07-28,28,ShortTerm
2561,Ashly,Mullen,2021-07-15,,NULL,LongTerm
2562,Angelique,Cochran,2021-04-12,2023-03-06,693,MidTerm
2563,Kenny,Rojas,2020-12-08,,NULL,LongTerm
2564,Deandre,Oneal,2019-10-31,2020-03-01,122,ShortTerm
2565,Adison,Huerta,2020-01-22,,NULL,LongTerm
2566,Elisabeth,Bradley,2022-09-20,,NULL,LongTerm
2567,Sylvia,Price,2022-12-22,2023-07-26,216,ShortTerm
2568,Eden,Choi,2019-03-12,,NULL,LongTerm
2569,Emerson,Grimes,2021-10-07,2021-12-31,85,ShortTerm
2570,Ayden,Wu,2019-06-16,2023-05-21,1435,LongTerm
2571,Hayley,Keller,2021-03-17,2022-09-08,540,MidTerm
2572,Alannah,Rivas,2022-08-07,2023-04-26,262,ShortTerm
2573,Jessica,Bunbury,2020-01-17,2023-02-28,1138,LongTerm
2574,Giovanni,Leruth,2022-06-11,2023-02-20,254,ShortTerm
2575,Ricardo,Gonzales,2021-03-03,2023-01-30,698,MidTerm
2576,Caitrin,Strong,2020-04-16,2021-03-15,333,ShortTerm
2577,Jenna,Dietrich,2022-09-22,2023-01-28,128,ShortTerm
2578,Michelle,Carter,2023-05-30,,NULL,LongTerm
2579,Jackie,Valentin,2021-01-14,,NULL,LongTerm
2580,Alfred,Digitale,2020-04-29,2021-10-20,539,MidTerm
2581,Howard,Mullaney,2021-07-07,,NULL,LongTerm
2582,Whitney,Gill,2020-07-28,,NULL,LongTerm
2583,Gerry,Friedman,2020-09-16,,NULL,LongTerm
2584,Noah,Villanueva,2023-04-23,,NULL,LongTerm
2585,Mike,Guilianno,2021-06-04,,NULL,LongTerm
2586,Travis,Ozark,2020-04-15,,NULL,LongTerm
2587,Rylee,Frye,2019-09-04,2020-04-13,222,ShortTerm
2588,Callum,Ford,2020-08-18,,NULL,LongTerm
2589,Jabari,Frank,2020-12-05,,NULL,LongTerm
2590,Stephanie,Wilkinson,2023-01-13,2023-02-12,30,ShortTerm
2591,Cruz,Arellano,2019-09-17,,NULL,LongTerm
2592,Rubi,Shields,2020-10-15,,NULL,LongTerm
2593,Sage,Booker,2018-12-01,2021-06-23,935,MidTerm
2594,Aileen,Wright,2023-07-24,,NULL,LongTerm
2595,Karly,Ho,2019-10-08,,NULL,LongTerm
2596,Thaddeus,Lutz,2021-10-16,2022-05-04,200,ShortTerm
2597,Layla,Kane,2020-04-03,,NULL,LongTerm
2598,Yesenia,Payne,2020-01-08,,NULL,LongTerm
2599,Jase,Waters,2022-03-27,2023-06-14,444,MidTerm
2600,Thomas,Sloan,2018-09-18,,NULL,LongTerm
2601,Anya,Baldwin,2019-11-29,2020-04-21,144,ShortTerm
2602,Jacquelyn,Austin,2019-04-16,2022-08-05,1207,LongTerm
2603,Kaitlynn,Aguirre,2019-03-05,2019-10-12,221,ShortTerm
2604,Saniyah,Cantu,2018-12-20,2020-05-29,526,MidTerm
2605,Jakayla,Dickson,2021-03-08,2023-05-29,812,MidTerm
2606,Aspen,Freeman,2020-10-23,,NULL,LongTerm
2607,Lamont,Summers,2019-03-29,,NULL,LongTerm
2608,Lewis,Hobbs,2020-10-25,,NULL,LongTerm
2609,Harrison,Camacho,2019-12-06,2021-07-18,590,MidTerm
2610,Ronald,Marquez,2022-09-23,2023-01-25,124,ShortTerm
2611,Arabella,Hunter,2019-12-26,2022-06-04,891,MidTerm
2612,Amiya,Richardson,2018-08-27,2019-12-19,479,MidTerm
2613,Raquel,Sosa,2022-12-12,2023-03-07,85,ShortTerm
2614,Andy,Stewart,2021-05-13,,NULL,LongTerm
2615,Patrick,Padilla,2021-03-31,,NULL,LongTerm
2616,Destiney,Navarro,2019-08-14,2022-09-04,1117,LongTerm
2617,Yadira,Barron,2020-08-02,2022-12-30,880,MidTerm
2618,Anika,Bender,2019-06-04,,NULL,LongTerm
2619,Carlo,Giles,2020-06-17,2022-02-08,601,MidTerm
2620,Kaylin,Dillon,2021-03-04,,NULL,LongTerm
2621,Laura,Bullock,2018-09-14,,NULL,LongTerm
2622,Mary,Moore,2020-07-20,,NULL,LongTerm
2623,Harper,Clark,2020-05-21,2021-06-13,388,MidTerm
2624,Charles,Howard,2023-06-11,2023-07-28,47,ShortTerm
2625,Jaron,Rojas,2022-11-27,2023-05-19,173,ShortTerm
2626,Jordyn,Mcguire,2020-03-02,2022-05-27,816,MidTerm
2627,Valentino,Myers,2023-01-29,2023-05-24,115,ShortTerm
2628,Charles,Coleman,2021-12-07,,NULL,LongTerm
2629,Kamden,Cummings,2023-03-19,2023-07-11,114,ShortTerm
2630,Kiley,Wagner,2022-06-10,2023-02-14,249,ShortTerm
2631,Darien,Young,2021-03-03,,NULL,LongTerm
2632,Madeline,Suarez,2022-03-06,,NULL,LongTerm
2633,Zain,Nolan,2022-08-08,,NULL,LongTerm
2634,Hezekiah,Mcgee,2023-03-12,,NULL,LongTerm
2635,Maxim,Phillips,2019-05-01,2023-02-16,1387,LongTerm
2636,Gwendolyn,Hogan,2018-09-13,2020-11-04,783,MidTerm
2637,Kaia,Hernandez,2022-11-16,,NULL,LongTerm
2638,Mathias,Tran,2021-11-20,2023-03-17,482,MidTerm
2639,Simeon,Roy,2020-09-29,,NULL,LongTerm
2640,Magdalena,Whitehead,2021-08-28,2022-09-06,374,MidTerm
2641,Gwendolyn,Mccall,2021-04-28,2022-03-22,328,ShortTerm
2642,Demarion,Harrington,2022-06-15,2023-05-05,324,ShortTerm
2643,Katelyn,Brown,2022-04-15,2022-10-10,178,ShortTerm
2644,Miranda,Keith,2020-07-19,2021-04-10,265,ShortTerm
2645,Breanna,Kerr,2020-07-02,,NULL,LongTerm
2646,Saniya,Ho,2019-08-04,,NULL,LongTerm
2647,Rylan,Key,2019-01-09,,NULL,LongTerm
2648,Nathaly,Stevens,2022-10-01,,NULL,LongTerm
2649,Maximus,Delgado,2020-09-28,2023-06-02,977,MidTerm
2650,Karley,Long,2018-11-15,,NULL,LongTerm
2651,Demarcus,Frazier,2020-11-24,,NULL,LongTerm
2652,Fernando,Richard,2023-07-09,2023-07-14,5,ShortTerm
2653,Keon,Gonzalez,2023-04-20,2023-05-08,18,ShortTerm
2654,Lauryn,Anthony,2019-08-22,2020-01-07,138,ShortTerm
2655,Amanda,Allison,2022-08-02,2023-04-07,248,ShortTerm
2656,Urijah,Houston,2018-10-31,2020-01-23,449,MidTerm
2657,Trace,Brandt,2021-11-23,2022-07-20,239,ShortTerm
2658,Yuliana,Levine,2023-07-01,2023-07-21,20,ShortTerm
2659,Bailey,Hays,2022-07-18,,NULL,LongTerm
2660,Sanaa,Valenzuela,2019-08-09,,NULL,LongTerm
2661,Avah,Hayes,2021-07-06,,NULL,LongTerm
2662,Cody,Bates,2021-02-02,,NULL,LongTerm
2663,Eli,Grant,2023-01-06,2023-04-25,109,ShortTerm
2664,Felipe,Rollins,2021-11-13,,NULL,LongTerm
2665,Abdiel,Good,2020-03-15,,NULL,LongTerm
2666,Kaylyn,Frye,2018-11-07,2022-01-08,1158,LongTerm
2667,Marisol,Alvarez,2019-10-03,2021-08-25,692,MidTerm
2668,Lane,Willis,2022-08-12,2023-04-16,247,ShortTerm
2669,Jade,Becker,2018-12-22,,NULL,LongTerm
2670,Vincent,Logan,2021-03-27,,NULL,LongTerm
2671,Nasir,Glass,2022-07-18,,NULL,LongTerm
2672,Quincy,Shannon,2020-04-09,2023-05-06,1122,LongTerm
2673,Alena,Walter,2022-01-07,,NULL,LongTerm
2674,Clay,Compton,2022-07-15,,NULL,LongTerm
2675,Kayden,Fernandez,2020-11-29,2022-07-16,594,MidTerm
2676,Bryson,Giles,2019-03-20,2020-09-23,553,MidTerm
2677,Demarcus,Small,2019-03-16,2022-01-08,1029,MidTerm
2678,Presley,Dodson,2021-05-30,,NULL,LongTerm
2679,Christine,Giles,2022-11-17,,NULL,LongTerm
2680,Jasmine,Rogers,2020-12-25,2021-10-04,283,ShortTerm
2681,Jaime,Greer,2020-06-16,2021-08-13,423,MidTerm
2682,Keagan,Hutchinson,2020-07-28,,NULL,LongTerm
2683,Charlize,Ballard,2021-12-31,,NULL,LongTerm
2684,Kendrick,Pollard,2022-02-07,2023-03-02,388,MidTerm
2685,Meadow,Reed,2021-11-23,2022-03-29,126,ShortTerm
2686,Ryker,Hopkins,2021-08-15,,NULL,LongTerm
2687,Bruno,Ashley,2021-06-21,,NULL,LongTerm
2688,Luciana,Steele,2021-02-13,,NULL,LongTerm
